_id,title,startdate,enddate,starttime,endtime,library,location,description,pagelink,id,rcid,eventtype1,eventtype2,eventtype3,agegroup1,agegroup2,agegroup3,supportlink,supportlinktext,imagepath,imagetext,imageheight,imagewidth,otherinfo,lastupdated
1845,Snap Circuit Sundays,2024-09-29,,2:00 PM,3:00 PM,Cedarbrae,Auditorium (FCCR),"Have fun creating with our hands-on snap circuits; where learning meets play through engaging activities and puzzles.<br />Drop-in, Family<br />If you or your child lives with a disability, and requires an accessibility accommodation to participate in this program, please contact Accessibility Services by email accessibleservices@tpl.ca, or voicemail, 416-393-7099, to make a request. Please contact us at least three weeks in advance.",https://www.torontopubliclibrary.ca/detail.jsp?Entt=RDMEVT32373&R=EVT32373,516957,32373,00-Science & Technology,None,None,All Children,None,None,None,None,None,None,None,None,None,2024-08-20T18:24:41Z
1846,Sunday STEM Program,2024-09-29,,2:30 PM,3:30 PM,Barbara Frum,None,"Join us a fun STEAM program on a Sunday afternoon! For ages 5-12.<br /><br />Drop-in. No Registration.<br /><br />1st Floor, Children's Area<br /><br /><br />September 8- LEGO<br /><br />September 15 - KEVA planks<br /><br />September 22 - Snap Circuits<br /><br />September 29 - STEM Craft<br /><br /><br />If you or your child lives with a disability, and requires an accessibility accommodation to participate in this program, please contact Accessibility Services by email accessibleservices@tpl.ca, or voicemail, 416-393-7099, to make a request. Please contact us at least three weeks in advance.",https://www.torontopubliclibrary.ca/detail.jsp?Entt=RDMEVT31839&R=EVT31839,516626,31839,00-Science & Technology,00-Hobbies Crafts & Games,None,School-Age Children,None,None,None,None,None,None,None,None,None,2024-08-19T13:54:35Z
1847,Introduction to Robotics and Circuitry,2024-09-29,,2:30 PM,3:15 PM,Flemingdon Park,None,"Each week, come in for a fun tech surprise as we explore coding, circuitry, robotics and more with Dash, Dot, Sphero BOLT and Snap Circuits. Drop-in, no registration required but space is limited. Ages 6-12.<br /><br />This program is generously supported by Economical Insurance. <br /><br />If you or your child lives with a disability, and requires an accessibility accommodation to participate in this program, please contact Accessibility Services by email <a href=""mailto:accessibleservices@tpl.ca"">accessibleservices@tpl.ca</a>, or voicemail, 416-393-7099, to make a request. Please contact us at least three weeks in advance.",https://www.torontopubliclibrary.ca/detail.jsp?Entt=RDMEVT31778&R=EVT31778,511831,31778,00-Science & Technology,None,None,School-Age Children,None,None,None,None,None,None,None,None,"{""smallImageURL"":""https://tpl.razuna.com/assets/3434/E96EB28F9EAB4059A2919CF5E132EF16/img/33A56FA5AF6948BEAC5D0876C22EE0CF/Robot_33A56FA5AF6948BEAC5D0876C22EE0CF.jpg"",""mediumImageURL"":""https://tpl.razuna.com/assets/3434/E96EB28F9EAB4059A2919CF5E132EF16/img/3ABCCACF2B9644E09069F2A4B476127C/Robot_3ABCCACF2B9644E09069F2A4B476127C.jpg"",""largeImageURL"":""https://tpl.razuna.com/assets/3434/E96EB28F9EAB4059A2919CF5E132EF16/img/96CE223A8F29411C80274730C9B293F0/Robot_96CE223A8F29411C80274730C9B293F0.jpg""}",2024-06-26T10:50:44Z
1848,Play & Learn Stem,2024-09-29,,2:30 PM,3:00 PM,Ethennonnhawahstihnen',None,Explore the wonderful world of STEM with robots and snap circuits.<br />Drop-In.,https://www.torontopubliclibrary.ca/detail.jsp?Entt=RDMEVT516204&R=EVT516204,516204,0,00-Science & Technology,None,None,All Children,None,None,None,None,None,None,None,None,None,2024-08-16T14:54:54Z
1849,Snap Circuits,2024-09-29,,2:30 PM,3:30 PM,Richview,None,"Explore electricity and circuitry during this hands-on program. Ages 6-12.<br /><br />Drop-in<br />Lower Level, Children's Department<br /><br /><br />If your child lives with a disability, and requires an accessibility accommodation to participate in this program, please contact Accessibility Services at accessibleservices@tpl.ca or phone 416-393-7099. Please contact us at least three weeks in advance.",https://www.torontopubliclibrary.ca/detail.jsp?Entt=RDMEVT31619&R=EVT31619,514672,31619,00-Science & Technology,None,None,School-Age Children,None,None,None,None,None,None,None,None,"{""mediumImageURL"":""https://tpl.razuna.com/assets/3434/9D5611E498B54F3D9274C4A14545C142/img/00E26734047048BF8B45706B23D875BD/snap_circuits_cropped_600x740_00E26734047048BF8B45706B23D875BD.jpg"",""largeImageURL"":""https://tpl.razuna.com/assets/3434/9D5611E498B54F3D9274C4A14545C142/img/41AC5C74FEAE42FDBBD790C7A4EFA342/snap_circuits_cropped_600x740_41AC5C74FEAE42FDBBD790C7A4EFA342.jpg"",""smallImageURL"":""https://tpl.razuna.com/assets/3434/9D5611E498B54F3D9274C4A14545C142/img/DB8207D34AE346CB9AC40A2213A16478/snap_circuits_cropped_600x740_DB8207D34AE346CB9AC40A2213A16478.jpg""}",2024-08-10T15:25:31Z
1850,Sunday Family Time,2024-09-29,,3:00 PM,3:30 PM,S. Walter Stewart,None,"Enjoy stories, songs and rhymes for children ages 0-5 with their parents and caregivers.<br /><br />Drop-in.<br /><br />If your child lives with a disability or is Deaf, and requires an accessibility accommodation to participate in this program, please contact Accessibility Services by email accessibleservices@tpl.ca, or voicemail at 416-393-7099 to make a request. Please contact us at least three weeks in advance.",https://www.torontopubliclibrary.ca/detail.jsp?Entt=RDMEVT31698&R=EVT31698,503123,31698,00-Reading Programs & Storytimes,None,None,Pre-School Children,None,None,None,None,None,None,None,None,"{""smallImageURL"":""https://tpl.razuna.com/assets/3434/4E737C4012CC41718DE935BFD224019E/img/9590E4442083481F987C3F847499E4EC/Ready_for_Reading_Logo_9590E4442083481F987C3F847499E4EC.jpg"",""mediumImageURL"":""https://tpl.razuna.com/assets/3434/4E737C4012CC41718DE935BFD224019E/img/BBEDE9B1D2284162970A2768BABFAFF9/Ready_for_Reading_Logo_BBEDE9B1D2284162970A2768BABFAFF9.jpg"",""largeImageURL"":""https://tpl.razuna.com/assets/3434/4E737C4012CC41718DE935BFD224019E/img/D9155BD8821C4FFCB30D9DE15E6FAF61/Ready_for_Reading_Logo_D9155BD8821C4FFCB30D9DE15E6FAF61.jpg""}",2024-05-29T15:26:50Z
1851,Drop-in Baby Time,2024-09-30,,10:00 AM,10:30 AM,Weston,None,"Join us for bouncing and tickling rhymes, songs and stories for babies from birth to 18 months with their parents or caregivers.<br /><br />Drop-in. No registration required. Space is limited.<br /><br />This program will be held downstairs in the Children's Department.<br /><br />If you or your child lives with a disability, and requires an accessibility accommodation to participate in this program, please contact Accessibility Services by email <a href=""mailto:accessibleservices@tpl.ca"">accessibleservices@tpl.ca</a>, or voicemail, 416-393-7099, to make a request. Please contact us at least three weeks in advance.<br />",https://www.torontopubliclibrary.ca/detail.jsp?Entt=RDMEVT32639&R=EVT32639,516401,32639,00-Reading Programs & Storytimes,None,None,Pre-School Children,None,None,None,None,None,None,None,None,"{""smallImageURL"":""https://tpl.razuna.com/assets/3434/DE5A0AB49B6E46FEB185BF51F91283C4/img/052B6AFEEE8A400AB557B7DAC05A6F1F/R4R_052B6AFEEE8A400AB557B7DAC05A6F1F.jpg"",""mediumImageURL"":""https://tpl.razuna.com/assets/3434/DE5A0AB49B6E46FEB185BF51F91283C4/img/4B3D0D1D11AF4CF18F24DAB59FE2E9C1/R4R_4B3D0D1D11AF4CF18F24DAB59FE2E9C1.jpg"",""largeImageURL"":""https://tpl.razuna.com/assets/3434/DE5A0AB49B6E46FEB185BF51F91283C4/img/E2EA04442584460087E7DC8C0B0BA07D/R4R_E2EA04442584460087E7DC8C0B0BA07D.jpg""}",2024-08-16T17:19:17Z
1852,Settlement Help at Jane/Sheppard,2024-09-30,,10:00 AM,5:00 PM,Jane/Sheppard,None,"New to Canada?  Free and Confidential Settlement Services<br /><br />Library Settlement Worker, Martha Alvarado, will be here on Mondays from 10am Â 5pm to assist with PR card applications, citizenship information and application, work/study permits, citizenship preparation, child tax benefits and more!  For more information, please call Martha Alvarado at 416-276-6117.  <br />",https://www.torontopubliclibrary.ca/detail.jsp?Entt=RDMEVT31925&R=EVT31925,505922,31925,00-ESL & Newcomer Programs,None,None,Adult,Older Adult,None,None,None,None,None,None,None,None,2024-05-16T16:25:52Z
1853,Newcomer's Support Group,2024-09-30,,10:30 AM,12:00 PM,Agincourt,Program Room,"Come join us for the Newcomer's Support Group where various topics and trainings will be discussed.<br /><br />Drop in, registration not required.",https://www.torontopubliclibrary.ca/detail.jsp?Entt=RDMEVT32624&R=EVT32624,516156,32624,01-Library Settlement Partnerships,None,None,Adult,Older Adult,None,None,None,None,None,None,None,None,2024-08-16T09:42:48Z
1854,EarlyON Baby Lap Time,2024-09-30,,10:30 AM,12:00 PM,Dufferin/St. Clair,None,"Ages 0 to 11 months. Join us for weekly discussions on parenting and infant care. Meet other parents, learn new songs, rhymes and finger plays, and foster bonding with your baby!<br /><br />Drop-In. Limit of 30 participants<br /><br />Note: There is no program on May 27.",https://www.torontopubliclibrary.ca/detail.jsp?Entt=RDMEVT31657&R=EVT31657,511368,31657,00-Reading Programs & Storytimes,None,None,Pre-School Children,None,None,None,None,None,None,None,None,None,2024-06-22T12:14:56Z
1855,Family Time,2024-09-30,,10:30 AM,11:00 AM,Steeles,Multipurpose Room,"Join us for stories, songs, rhymes, and more for children aged 0-5 with their families and/or caregivers. Older siblings are welcome!<br /><br />Register in branch or call 416-396-8975 or email ststaff@tpl.ca<br />Drop-ins welcome until capacity is reached.<br /><br />If you or your child lives with a disability, and requires an accessibility accommodation to participate in this program, please contact Accessibility Services by email accessibleservices@tpl.ca, or voicemail, 416-393-7099, to make a request. Please contact us at least three weeks in advance.<br />",https://www.torontopubliclibrary.ca/detail.jsp?Entt=RDMEVT32689&R=EVT32689,517256,32689,00-Reading Programs & Storytimes,01-Ready for Reading Storytimes,None,Pre-School Children,None,None,None,None,None,None,None,None,None,2024-08-21T15:24:55Z
1856,Toddler Time,2024-09-30,,10:30 AM,11:00 AM,Richview,None,"Stories, songs and rhymes for children ages 19 months to 3 years with their parents or caregivers.<br /><br />Drop-in<br />Lower Level, Children's Department<br /><br /><br />If your child lives with a disability, and requires an accessibility accommodation to participate in this program, please contact Accessibility Services at accessibleservices@tpl.ca or phone 416-393-7099. Please contact us at least three weeks in advance.",https://www.torontopubliclibrary.ca/detail.jsp?Entt=RDMEVT32528&R=EVT32528,514737,32528,00-Reading Programs & Storytimes,01-Ready for Reading Storytimes,None,Pre-School Children,None,None,None,None,None,None,None,None,None,2024-08-10T15:26:25Z
1857,Baby Time,2024-09-30,,10:30 AM,11:00 AM,Parliament Street,Story Room,"Rhymes, songs and stories for babies from birth to 18 months with their parents or caregivers.<br />Meet other parents and learn skills to encourage early literacy.<br /><br />Drop-in, no registration required.<br /><br />If you or your child identify as a person with a disability and require an accessibility accommodation to participate in this program, please contact Accessibility Services by email, accessibleservices@tpl.ca, or voicemail, 416-393-7099, to make a request. Please contact us at least three weeks in advance.<br />",https://www.torontopubliclibrary.ca/detail.jsp?Entt=RDMEVT31747&R=EVT31747,510175,31747,00-Reading Programs & Storytimes,01-Ready for Reading Storytimes,None,Pre-School Children,None,None,None,None,None,None,None,None,None,2024-07-25T11:38:52Z
1858,Toddler Time,2024-09-30,,10:30 AM,11:00 AM,Danforth/Coxwell,Program Room,"Stories, songs and rhymes for children ages 19mos - 3 years with their parents or caregivers. Drop-in, no registration necessary.<br /><br />If your child lives with a disability, and requires an accessibility accommodation to participate in this program, please contact Accessibility Services by email, accessibleservices@tpl.ca, or voicemail, 416-393-7099, to make a request. Please contact us at least three weeks in advance",https://www.torontopubliclibrary.ca/detail.jsp?Entt=RDMEVT32550&R=EVT32550,515057,32550,01-Ready for Reading Storytimes,None,None,Pre-School Children,None,None,None,None,None,None,None,None,None,2024-08-07T17:15:43Z
1859,Baby Time,2024-09-30,,11:00 AM,11:30 AM,Jones,None,"Bouncing and tickling rhymes, songs and stories for babies from birth to 18 months with their parents or caregivers. Drop-in; no registration required. Space is limited. Please note there will not be a session on Monday September 23rd.<br /><br />If you or your child lives with a disability, and requires an accessibility accommodation to participate in this program, please contact Accessibility Services by email accessibleservices@tpl.ca, or voicemail, 416-393-7099, to make a request. Please contact us at least three weeks in advance.",https://www.torontopubliclibrary.ca/detail.jsp?Entt=RDMEVT31670&R=EVT31670,502784,31670,00-Reading Programs & Storytimes,None,None,Pre-School Children,None,None,None,None,None,None,None,None,"{""smallImageURL"":""https://tpl.razuna.com/assets/3434/4E737C4012CC41718DE935BFD224019E/img/9590E4442083481F987C3F847499E4EC/Ready_for_Reading_Logo_9590E4442083481F987C3F847499E4EC.jpg"",""mediumImageURL"":""https://tpl.razuna.com/assets/3434/4E737C4012CC41718DE935BFD224019E/img/BBEDE9B1D2284162970A2768BABFAFF9/Ready_for_Reading_Logo_BBEDE9B1D2284162970A2768BABFAFF9.jpg"",""largeImageURL"":""https://tpl.razuna.com/assets/3434/4E737C4012CC41718DE935BFD224019E/img/D9155BD8821C4FFCB30D9DE15E6FAF61/Ready_for_Reading_Logo_D9155BD8821C4FFCB30D9DE15E6FAF61.jpg""}",2024-08-08T15:06:38Z
