population,site,original_planting_date,early_planting_date,late_planting_date,required_gdus,scenario_1_harvest_quantity,scenario_2_harvest_quanitity
p_2033,0,10/10/2020,10/3/2020,11/21/2020,1012,338,468
p_2034,0,10/10/2020,10/10/2020,11/21/2020,1113,186,242
p_2035,0,10/10/2020,10/3/2020,11/14/2020,1012,249,480
p_2036,0,10/10/2020,10/10/2020,10/31/2020,1113,276,130
p_2037,0,10/10/2020,9/26/2020,11/28/2020,1012,220,266
p_2038,0,10/10/2020,9/26/2020,11/28/2020,1113,248,567
p_2039,0,10/10/2020,10/10/2020,11/21/2020,1012,230,320
p_2040,0,10/10/2020,9/26/2020,11/21/2020,1113,104,346
p_2041,0,10/10/2020,10/3/2020,11/28/2020,1012,272,311
p_2042,0,10/10/2020,10/10/2020,11/14/2020,1113,133,377
p_2043,0,10/10/2020,10/10/2020,11/28/2020,1012,285,372
p_2044,0,10/10/2020,10/3/2020,11/28/2020,1012,356,516
p_2045,0,10/10/2020,10/3/2020,11/28/2020,1012,411,362
p_2046,0,10/10/2020,10/10/2020,11/21/2020,1113,267,320
p_2047,0,10/10/2020,10/3/2020,11/21/2020,1113,251,215
p_2048,0,10/10/2020,10/10/2020,11/28/2020,1113,177,486
p_2049,0,10/10/2020,10/3/2020,11/21/2020,1113,253,292
p_2050,0,10/10/2020,10/10/2020,11/28/2020,1012,208,287
p_2051,0,10/10/2020,10/3/2020,11/14/2020,1012,284,378
p_2052,0,10/10/2020,10/3/2020,11/21/2020,1113,112,341
p_2053,0,10/10/2020,9/26/2020,10/31/2020,1113,228,725
p_2054,0,10/10/2020,9/26/2020,11/21/2020,1113,172,240
p_2055,0,10/10/2020,9/26/2020,11/14/2020,1113,245,525
p_2056,0,10/10/2020,10/3/2020,11/14/2020,1012,347,418
p_2057,0,10/10/2020,10/10/2020,11/21/2020,1012,398,506
p_2058,0,10/10/2020,10/3/2020,11/7/2020,914,130,160
p_2059,0,10/10/2020,9/26/2020,11/28/2020,914,214,407
p_2060,0,10/10/2020,10/3/2020,11/28/2020,914,313,345
p_2061,0,10/10/2020,9/26/2020,11/14/2020,1012,242,508
p_2062,0,10/10/2020,9/26/2020,11/21/2020,1012,441,307
p_2063,0,10/10/2020,10/10/2020,11/7/2020,914,240,309
p_2064,0,10/10/2020,10/10/2020,10/31/2020,1012,157,400
p_2065,0,10/10/2020,9/26/2020,11/28/2020,1012,233,429
p_2066,0,10/10/2020,9/26/2020,11/7/2020,1113,261,388
p_2067,0,10/10/2020,10/3/2020,11/28/2020,1113,226,527
p_2068,0,10/14/2020,9/30/2020,11/25/2020,954,402,402
p_2069,0,10/14/2020,10/7/2020,12/2/2020,954,301,468
p_2070,0,10/14/2020,9/30/2020,11/4/2020,954,251,280
p_2071,0,10/14/2020,10/14/2020,11/25/2020,1157,152,360
p_2072,0,10/14/2020,10/14/2020,11/18/2020,1054,488,249
p_2073,0,10/14/2020,9/30/2020,11/11/2020,1054,162,258
p_2074,0,10/14/2020,10/7/2020,12/2/2020,1054,198,460
p_2075,0,10/10/2020,10/3/2020,11/21/2020,1113,296,208
p_2076,0,10/10/2020,10/3/2020,11/21/2020,1113,266,448
p_2077,0,10/10/2020,9/26/2020,11/28/2020,1113,163,292
p_2078,0,10/10/2020,9/26/2020,11/14/2020,1113,213,387
p_2079,0,10/10/2020,10/10/2020,11/28/2020,1113,76,461
p_2080,0,10/10/2020,10/10/2020,11/14/2020,1113,409,226
p_2081,0,10/10/2020,9/26/2020,11/28/2020,1113,215,543
p_2082,0,10/10/2020,10/10/2020,11/21/2020,1113,214,450
p_2083,0,10/10/2020,10/3/2020,10/31/2020,1113,194,182
p_2084,0,10/10/2020,10/3/2020,10/31/2020,1113,292,183
p_2085,0,10/10/2020,9/26/2020,11/21/2020,1113,432,513
p_2086,0,10/10/2020,10/3/2020,10/31/2020,1113,139,244
p_2087,0,10/10/2020,9/26/2020,11/14/2020,1113,270,320
p_2088,0,10/10/2020,10/3/2020,11/21/2020,1113,160,451
p_2089,0,10/10/2020,9/26/2020,11/14/2020,1113,133,433
p_2090,0,10/10/2020,10/3/2020,11/21/2020,1113,188,463
p_2091,0,10/10/2020,10/3/2020,11/14/2020,1113,361,171
p_2092,0,10/10/2020,10/10/2020,11/14/2020,1113,386,213
p_2093,0,10/14/2020,10/14/2020,11/4/2020,954,219,480
p_2094,0,10/14/2020,10/14/2020,11/25/2020,1054,115,99
p_2095,0,10/14/2020,10/14/2020,12/2/2020,954,364,361
p_2096,0,10/14/2020,10/14/2020,11/4/2020,954,341,248
p_2097,0,10/14/2020,10/14/2020,11/18/2020,1054,213,333
p_2098,0,10/14/2020,9/30/2020,11/18/2020,1054,402,347
p_2099,0,10/14/2020,9/30/2020,12/2/2020,1054,289,182
p_2100,1,10/6/2020,10/6/2020,11/24/2020,1031,314,442
p_2101,1,10/6/2020,9/22/2020,11/10/2020,1103,228,230
p_2102,1,10/6/2020,10/6/2020,11/24/2020,1031,383,534
p_2103,1,10/6/2020,9/22/2020,11/3/2020,1031,316,310
p_2104,1,10/6/2020,9/29/2020,10/27/2020,1103,283,273
p_2105,1,10/6/2020,9/22/2020,11/17/2020,1103,328,557
p_2106,1,10/6/2020,9/22/2020,11/24/2020,1031,124,350
p_2107,1,10/6/2020,9/22/2020,11/24/2020,1103,372,300
p_2108,1,10/6/2020,9/29/2020,11/3/2020,1103,253,295
p_2109,1,10/6/2020,10/6/2020,11/17/2020,1103,179,323
p_2110,1,10/6/2020,9/22/2020,11/3/2020,1103,169,459
p_2111,1,10/6/2020,9/22/2020,11/17/2020,1103,95,581
p_2112,1,10/6/2020,9/29/2020,10/27/2020,1103,173,321
p_2113,1,10/6/2020,10/6/2020,11/24/2020,1103,307,286
p_2114,1,10/6/2020,9/22/2020,10/27/2020,1103,158,172
p_2115,1,10/6/2020,9/29/2020,11/17/2020,1103,243,496
p_2116,1,10/6/2020,10/6/2020,11/24/2020,1103,182,359
p_2117,1,10/6/2020,10/6/2020,11/3/2020,1103,147,91
p_2118,1,10/6/2020,9/22/2020,11/10/2020,1103,360,448
p_2119,1,10/6/2020,9/22/2020,11/3/2020,1103,249,311
p_2120,1,10/6/2020,9/22/2020,11/10/2020,1103,347,233
p_2121,1,10/6/2020,9/22/2020,11/3/2020,1103,155,473
p_2122,1,10/6/2020,9/29/2020,11/17/2020,1103,243,487
p_2123,1,10/6/2020,9/29/2020,10/27/2020,1103,105,421
p_2124,1,10/6/2020,9/22/2020,11/10/2020,1103,105,199
p_2125,1,10/6/2020,10/6/2020,11/17/2020,1103,351,164
p_2126,1,10/6/2020,9/22/2020,10/27/2020,1103,335,422
p_2127,1,10/6/2020,10/6/2020,10/27/2020,1103,333,315
p_2128,1,10/6/2020,10/6/2020,11/24/2020,1103,243,202
p_2129,1,10/6/2020,10/6/2020,11/24/2020,1103,172,431
p_2130,1,10/6/2020,9/29/2020,11/24/2020,1103,157,239
p_2131,1,10/6/2020,10/6/2020,11/10/2020,1103,361,611
p_2132,1,10/6/2020,10/6/2020,11/10/2020,1103,435,461
p_2133,1,10/6/2020,9/29/2020,10/27/2020,1031,326,275
p_2134,1,10/6/2020,10/6/2020,11/10/2020,1031,229,343
p_2135,1,10/6/2020,10/6/2020,10/27/2020,1103,106,367
p_2136,1,10/6/2020,9/22/2020,11/17/2020,1103,179,163
p_2137,1,10/6/2020,10/6/2020,11/3/2020,1031,252,343
p_2138,1,10/6/2020,10/6/2020,10/27/2020,1103,329,349
p_2139,1,10/6/2020,10/6/2020,10/27/2020,1031,341,64
p_2140,1,10/6/2020,10/6/2020,11/17/2020,1031,469,411
p_2141,1,10/6/2020,10/6/2020,11/24/2020,1103,468,139
p_2142,1,10/13/2020,10/6/2020,12/1/2020,944,206,371
p_2143,1,10/13/2020,10/13/2020,12/1/2020,944,399,521
p_2144,1,10/13/2020,10/13/2020,11/3/2020,944,197,280
p_2145,1,10/13/2020,10/6/2020,11/3/2020,1017,137,391
p_2146,1,10/13/2020,10/6/2020,11/17/2020,944,193,490
p_2147,1,10/13/2020,10/13/2020,11/17/2020,1017,271,566
p_2148,1,10/13/2020,10/13/2020,11/10/2020,944,80,236
p_2149,1,10/20/2020,10/20/2020,11/17/2020,930,267,572
p_2150,1,10/20/2020,10/6/2020,11/24/2020,1004,238,418
p_2151,1,10/20/2020,10/6/2020,11/10/2020,1079,294,107
p_2152,1,10/20/2020,10/20/2020,12/1/2020,1004,281,322
p_2153,1,10/20/2020,10/13/2020,11/24/2020,1079,372,364
p_2154,1,10/20/2020,10/20/2020,11/10/2020,1079,142,218
p_2155,1,10/20/2020,10/13/2020,11/24/2020,1004,230,448
p_2156,1,10/20/2020,10/13/2020,12/8/2020,1079,405,365
p_2157,1,10/20/2020,10/13/2020,11/24/2020,930,173,138
p_2158,1,10/20/2020,10/20/2020,12/8/2020,930,298,412
p_2159,1,10/20/2020,10/20/2020,11/10/2020,930,92,394
p_2160,1,10/20/2020,10/13/2020,12/8/2020,930,168,592
p_2161,1,10/20/2020,10/6/2020,11/24/2020,858,342,524
p_2162,1,10/20/2020,10/6/2020,12/8/2020,1004,381,332
p_2163,1,10/20/2020,10/6/2020,12/1/2020,1004,201,559
p_2164,1,10/20/2020,10/13/2020,12/8/2020,1004,416,446
p_2165,1,10/20/2020,10/20/2020,12/8/2020,1004,197,78
p_2166,1,10/20/2020,10/13/2020,11/17/2020,930,129,147
p_2167,1,10/20/2020,10/6/2020,12/1/2020,930,136,378
p_2168,1,10/27/2020,10/27/2020,11/17/2020,919,188,342
p_2169,1,10/27/2020,10/20/2020,12/15/2020,994,347,321
p_2170,1,10/27/2020,10/20/2020,12/8/2020,919,253,402
p_2171,1,10/27/2020,10/13/2020,11/17/2020,919,263,404
p_2172,1,10/27/2020,10/20/2020,12/8/2020,919,342,308
p_2173,1,10/27/2020,10/27/2020,11/24/2020,994,341,352
p_2174,1,10/27/2020,10/13/2020,11/17/2020,994,284,330
p_2175,1,10/27/2020,10/13/2020,11/17/2020,994,458,552
p_2176,1,10/27/2020,10/27/2020,12/15/2020,994,454,166
p_2177,1,10/27/2020,10/13/2020,12/1/2020,994,309,317
p_2178,1,10/27/2020,10/20/2020,11/17/2020,994,213,363
p_2179,1,10/27/2020,10/20/2020,11/17/2020,1072,309,224
p_2180,1,10/27/2020,10/13/2020,11/24/2020,1072,244,272
p_2181,1,10/27/2020,10/27/2020,11/24/2020,994,511,336
p_2182,1,10/27/2020,10/20/2020,11/24/2020,994,421,158
p_2183,1,10/27/2020,10/27/2020,12/15/2020,994,257,169
p_2184,1,10/27/2020,10/20/2020,11/17/2020,1072,187,537
p_2185,1,10/27/2020,10/20/2020,11/24/2020,1072,217,387
p_2186,1,10/27/2020,10/13/2020,11/24/2020,1072,330,415
p_2187,1,10/27/2020,10/13/2020,12/8/2020,1072,352,142
p_2188,1,10/27/2020,10/27/2020,12/8/2020,994,170,308
p_2189,1,10/27/2020,10/13/2020,11/24/2020,994,160,476
p_2190,1,10/27/2020,10/20/2020,12/15/2020,994,189,524
p_2191,0,10/17/2020,10/10/2020,11/21/2020,1054,327,161
p_2192,0,10/17/2020,10/17/2020,11/28/2020,1054,211,168
p_2193,0,10/17/2020,10/17/2020,11/28/2020,1054,187,348
p_2194,0,10/17/2020,10/10/2020,11/7/2020,1054,314,447
p_2195,0,10/17/2020,10/3/2020,11/7/2020,1054,195,271
p_2196,0,10/17/2020,10/3/2020,11/14/2020,1054,393,383
p_2197,0,10/17/2020,10/17/2020,11/7/2020,1054,386,389
p_2198,0,10/17/2020,10/17/2020,11/7/2020,1054,273,285
p_2199,0,10/17/2020,10/10/2020,11/21/2020,1054,324,189
p_2200,0,10/17/2020,10/10/2020,12/5/2020,1054,171,195
p_2201,0,10/17/2020,10/17/2020,11/14/2020,1054,331,121
p_2202,0,10/17/2020,10/10/2020,11/21/2020,1054,205,218
p_2203,0,10/17/2020,10/17/2020,11/14/2020,1054,322,169
p_2204,0,10/17/2020,10/17/2020,12/5/2020,1054,231,422
p_2205,0,10/17/2020,10/3/2020,11/14/2020,1054,113,396
p_2206,0,10/17/2020,10/17/2020,11/7/2020,1054,151,469
p_2207,0,10/17/2020,10/10/2020,12/5/2020,1054,230,254
p_2208,0,10/17/2020,10/3/2020,11/21/2020,1054,325,231
p_2209,0,10/17/2020,10/3/2020,11/21/2020,1157,214,188
p_2210,0,10/17/2020,10/10/2020,11/28/2020,1054,326,424
p_2211,0,10/17/2020,10/10/2020,11/21/2020,1157,238,257
p_2212,0,10/17/2020,10/10/2020,11/28/2020,1157,131,436
p_2213,0,10/17/2020,10/17/2020,11/7/2020,1157,496,366
p_2214,0,10/17/2020,10/3/2020,11/21/2020,1054,242,334
p_2215,0,10/17/2020,10/17/2020,12/5/2020,1157,331,379
p_2216,0,10/22/2020,10/22/2020,12/3/2020,893,254,191
p_2217,0,10/22/2020,10/22/2020,11/26/2020,893,178,733
p_2218,0,10/22/2020,10/22/2020,11/12/2020,893,186,249
p_2219,0,10/23/2020,10/9/2020,12/11/2020,893,202,71
p_2220,0,10/23/2020,10/9/2020,12/11/2020,994,210,410
p_2221,0,10/23/2020,10/23/2020,11/13/2020,893,340,698
p_2222,0,10/23/2020,10/16/2020,11/27/2020,893,240,270
p_2223,0,10/23/2020,10/9/2020,11/20/2020,893,295,68
p_2224,0,10/23/2020,10/23/2020,11/27/2020,893,206,391
p_2225,0,10/23/2020,10/16/2020,12/4/2020,893,217,428
p_2226,0,11/4/2020,10/28/2020,12/16/2020,965,245,142
p_2227,0,11/4/2020,11/4/2020,12/9/2020,965,246,348
p_2228,0,11/4/2020,10/21/2020,12/16/2020,1072,131,132
p_2229,0,11/4/2020,10/28/2020,12/2/2020,1072,252,154
p_2230,0,11/4/2020,10/21/2020,12/2/2020,965,341,509
p_2231,0,11/4/2020,10/21/2020,12/23/2020,1072,268,220
p_2232,0,11/4/2020,10/28/2020,12/16/2020,965,405,573
p_2233,0,10/28/2020,10/28/2020,12/2/2020,1033,235,340
p_2234,0,10/28/2020,10/21/2020,12/16/2020,930,241,399
p_2235,0,11/4/2020,10/28/2020,12/2/2020,965,184,320
p_2236,0,10/17/2020,10/3/2020,12/5/2020,1054,209,216
p_2237,0,10/17/2020,10/17/2020,11/7/2020,1054,153,185
p_2238,0,10/17/2020,10/3/2020,11/28/2020,1054,348,513
p_2239,0,10/17/2020,10/10/2020,11/21/2020,1054,319,323
p_2240,0,10/17/2020,10/17/2020,11/14/2020,1054,191,409
p_2241,0,10/17/2020,10/17/2020,12/5/2020,1054,340,376
p_2242,0,10/17/2020,10/17/2020,11/21/2020,1054,306,333
p_2243,0,10/17/2020,10/17/2020,11/28/2020,1054,154,210
p_2244,0,10/17/2020,10/17/2020,11/21/2020,954,268,659
p_2245,0,10/17/2020,10/10/2020,11/28/2020,954,183,495
p_2246,0,10/17/2020,10/10/2020,11/28/2020,1054,95,522
p_2247,0,10/17/2020,10/10/2020,11/28/2020,954,196,237
p_2248,0,10/17/2020,10/3/2020,12/5/2020,954,408,239
p_2249,0,11/6/2020,11/6/2020,12/18/2020,1072,216,404
p_2250,0,10/22/2020,10/22/2020,11/26/2020,994,76,310
p_2251,0,10/22/2020,10/15/2020,11/12/2020,994,196,462
p_2252,0,10/22/2020,10/22/2020,11/26/2020,994,250,492
p_2253,0,10/24/2020,10/10/2020,12/12/2020,994,457,383
p_2254,0,10/24/2020,10/24/2020,12/5/2020,994,383,372
p_2255,0,10/24/2020,10/24/2020,11/14/2020,994,297,504
p_2256,0,10/27/2020,10/13/2020,12/15/2020,1140,192,345
p_2257,0,11/4/2020,10/28/2020,12/2/2020,1072,199,520
p_2258,0,10/23/2020,10/16/2020,11/20/2020,994,265,332
p_2259,0,10/23/2020,10/23/2020,11/20/2020,994,290,444
p_2260,0,10/17/2020,10/3/2020,11/7/2020,1054,138,524
p_2261,0,10/17/2020,10/10/2020,11/21/2020,954,178,201
p_2262,0,10/17/2020,10/10/2020,11/7/2020,954,403,499
p_2263,0,10/20/2020,10/13/2020,11/10/2020,1097,338,373
p_2264,0,10/20/2020,10/20/2020,11/10/2020,1097,291,131
p_2265,0,10/23/2020,10/9/2020,11/20/2020,1097,158,355
p_2266,0,11/4/2020,11/4/2020,12/9/2020,1072,284,416
p_2267,0,11/4/2020,10/28/2020,11/25/2020,1072,288,337
p_2268,0,11/4/2020,10/21/2020,12/9/2020,1072,99,327
p_2269,0,11/4/2020,11/4/2020,12/16/2020,1072,292,309
p_2270,0,11/4/2020,10/28/2020,11/25/2020,1072,159,480
p_2271,0,11/4/2020,10/28/2020,11/25/2020,1072,250,517
p_2272,0,11/4/2020,11/4/2020,11/25/2020,1072,310,297
p_2273,0,11/4/2020,10/28/2020,12/16/2020,1072,269,339
p_2274,0,11/4/2020,10/28/2020,12/16/2020,1072,134,213
p_2275,0,11/4/2020,10/21/2020,12/2/2020,1072,157,215
p_2276,0,11/4/2020,10/28/2020,12/23/2020,1181,256,392
p_2277,0,11/4/2020,11/4/2020,12/9/2020,1072,537,624
p_2278,0,11/4/2020,10/21/2020,12/23/2020,965,373,173
p_2279,0,11/4/2020,11/4/2020,11/25/2020,965,168,277
p_2280,0,11/4/2020,10/28/2020,11/25/2020,965,177,379
p_2281,1,11/3/2020,10/20/2020,12/1/2020,910,84,313
p_2282,1,11/3/2020,10/20/2020,12/22/2020,987,68,223
p_2283,1,11/3/2020,10/20/2020,11/24/2020,987,258,433
p_2284,1,11/3/2020,10/20/2020,12/22/2020,987,280,59
p_2285,1,11/3/2020,11/3/2020,12/1/2020,1067,178,368
p_2286,1,11/3/2020,10/27/2020,12/22/2020,987,221,535
p_2287,1,11/3/2020,10/27/2020,12/8/2020,910,150,86
p_2288,1,11/3/2020,10/20/2020,12/1/2020,987,293,338
p_2289,1,11/3/2020,10/27/2020,12/22/2020,987,195,307
p_2290,1,11/3/2020,11/3/2020,11/24/2020,910,267,408
p_2291,1,11/3/2020,10/27/2020,12/15/2020,987,278,386
p_2292,1,11/3/2020,11/3/2020,12/15/2020,987,298,299
p_2293,1,11/3/2020,11/3/2020,12/1/2020,987,210,379
p_2294,1,11/3/2020,10/27/2020,12/15/2020,987,300,320
p_2295,1,11/3/2020,11/3/2020,12/8/2020,987,174,487
p_2296,1,11/3/2020,11/3/2020,12/1/2020,987,185,354
p_2297,1,11/3/2020,11/3/2020,11/24/2020,987,343,202
p_2298,1,11/3/2020,11/3/2020,11/24/2020,987,187,438
p_2299,1,11/3/2020,10/20/2020,12/1/2020,987,145,84
p_2300,1,11/3/2020,10/27/2020,12/15/2020,910,384,554
p_2301,1,11/3/2020,10/20/2020,12/15/2020,1067,321,469
p_2302,1,11/3/2020,11/3/2020,11/24/2020,1067,376,434
p_2303,1,11/3/2020,10/27/2020,12/8/2020,1067,328,322
p_2304,1,11/10/2020,11/10/2020,12/22/2020,986,179,526
p_2305,1,11/10/2020,11/3/2020,12/15/2020,986,150,328
p_2306,1,11/10/2020,10/27/2020,12/22/2020,986,75,315
p_2307,1,11/10/2020,11/3/2020,12/8/2020,986,562,402
p_2308,1,11/10/2020,11/10/2020,12/29/2020,986,165,337
p_2309,1,11/10/2020,11/3/2020,12/1/2020,986,494,90
p_2310,1,11/10/2020,11/3/2020,12/8/2020,986,156,437
p_2311,1,11/10/2020,10/27/2020,12/22/2020,986,155,139
p_2312,1,11/10/2020,11/10/2020,12/1/2020,986,289,296
p_2313,1,11/10/2020,11/3/2020,12/29/2020,986,196,196
p_2314,1,11/10/2020,10/27/2020,12/29/2020,986,191,355
p_2315,1,11/10/2020,11/3/2020,12/22/2020,986,232,181
p_2316,1,11/10/2020,11/10/2020,12/1/2020,986,244,524
p_2317,1,11/10/2020,11/3/2020,12/22/2020,986,232,191
p_2318,1,11/10/2020,11/3/2020,12/29/2020,986,225,300
p_2319,1,11/10/2020,11/3/2020,12/8/2020,986,304,429
p_2320,1,11/10/2020,11/3/2020,12/8/2020,986,276,352
p_2321,1,11/10/2020,11/10/2020,12/15/2020,986,110,181
p_2322,1,11/10/2020,10/27/2020,12/29/2020,986,372,345
p_2323,1,11/10/2020,10/27/2020,12/29/2020,986,208,60
p_2324,1,11/10/2020,11/3/2020,12/22/2020,986,206,646
p_2325,1,11/10/2020,11/10/2020,12/15/2020,986,243,484
p_2326,1,11/10/2020,11/10/2020,12/15/2020,986,315,261
p_2327,1,11/10/2020,11/10/2020,12/1/2020,1067,217,270
p_2328,1,11/10/2020,11/10/2020,12/22/2020,986,178,705
p_2329,1,11/10/2020,11/10/2020,12/8/2020,986,342,552
p_2330,1,11/17/2020,11/17/2020,12/8/2020,986,130,424
p_2331,1,11/17/2020,11/10/2020,12/22/2020,986,108,285
p_2332,1,11/17/2020,11/3/2020,12/15/2020,986,228,282
p_2333,1,11/17/2020,11/3/2020,1/5/2021,986,195,223
p_2334,1,11/17/2020,11/10/2020,12/29/2020,986,128,273
p_2335,1,11/17/2020,11/3/2020,12/22/2020,986,408,273
p_2336,1,11/17/2020,11/17/2020,1/5/2021,986,364,487
p_2337,1,11/17/2020,11/17/2020,12/22/2020,986,168,459
p_2338,1,11/17/2020,11/3/2020,12/15/2020,986,252,270
p_2339,1,11/17/2020,11/17/2020,12/8/2020,986,432,312
p_2340,1,11/17/2020,11/17/2020,12/15/2020,986,373,217
p_2341,1,11/17/2020,11/3/2020,12/29/2020,986,277,331
p_2342,0,11/10/2020,11/3/2020,12/22/2020,1109,296,473
p_2343,0,11/10/2020,10/27/2020,12/15/2020,1109,388,174
p_2344,0,11/10/2020,10/27/2020,12/8/2020,1109,306,278
p_2345,0,11/10/2020,10/27/2020,12/1/2020,1109,109,637
p_2346,0,11/10/2020,10/27/2020,12/22/2020,1109,333,415
p_2347,0,11/10/2020,11/3/2020,12/1/2020,1109,348,270
p_2348,0,11/10/2020,11/3/2020,12/29/2020,1219,238,206
p_2349,0,11/10/2020,11/10/2020,12/15/2020,1109,494,288
p_2350,0,11/10/2020,11/10/2020,12/1/2020,1219,219,695
p_2351,0,11/10/2020,10/27/2020,12/15/2020,1219,204,426
p_2352,0,11/10/2020,11/10/2020,12/29/2020,1219,316,451
p_2353,0,11/10/2020,11/3/2020,12/1/2020,1109,208,688
p_2354,0,11/10/2020,11/10/2020,12/1/2020,1109,248,398
p_2355,0,11/10/2020,11/10/2020,12/29/2020,1109,287,377
p_2356,0,11/10/2020,11/10/2020,12/8/2020,1219,327,530
p_2357,0,11/10/2020,10/27/2020,12/1/2020,1001,182,370
p_2358,0,11/10/2020,11/10/2020,12/1/2020,1001,326,328
p_2359,0,11/10/2020,11/3/2020,12/22/2020,1001,167,613
p_2360,0,11/10/2020,11/3/2020,12/8/2020,1001,312,230
p_2361,0,11/17/2020,11/10/2020,12/8/2020,1252,328,104
p_2362,0,11/17/2020,11/10/2020,1/5/2021,1360,286,219
p_2363,0,11/17/2020,11/17/2020,12/22/2020,1252,301,145
p_2364,0,11/17/2020,11/3/2020,1/5/2021,1360,348,338
p_2365,0,11/17/2020,11/10/2020,12/15/2020,1252,297,95
p_2366,0,11/17/2020,11/10/2020,12/29/2020,1252,650,366
p_2367,0,11/17/2020,11/3/2020,12/29/2020,925,243,516
p_2368,0,11/17/2020,11/3/2020,12/29/2020,925,258,648
p_2369,0,11/17/2020,11/10/2020,1/5/2021,1033,146,585
p_2370,0,11/17/2020,11/10/2020,12/22/2020,925,180,452
p_2371,0,11/17/2020,11/3/2020,12/22/2020,1033,276,435
p_2372,0,11/17/2020,11/10/2020,12/8/2020,925,220,140
p_2373,0,11/17/2020,11/10/2020,12/22/2020,925,255,234
p_2374,0,11/17/2020,11/17/2020,12/22/2020,925,228,163
p_2375,0,11/17/2020,11/3/2020,12/8/2020,925,203,396
p_2376,0,11/17/2020,11/17/2020,1/5/2021,925,146,255
p_2377,0,11/17/2020,11/17/2020,1/5/2021,925,248,453
p_2378,0,11/17/2020,11/3/2020,12/15/2020,925,171,832
p_2379,0,11/17/2020,11/17/2020,1/5/2021,925,329,624
p_2380,0,11/17/2020,11/10/2020,12/29/2020,925,124,310
p_2381,0,11/17/2020,11/17/2020,12/29/2020,1033,64,474
p_2382,0,11/17/2020,11/3/2020,12/15/2020,1033,337,420
p_2383,0,11/17/2020,11/10/2020,12/22/2020,1144,212,565
p_2384,0,11/17/2020,11/10/2020,12/15/2020,1033,265,389
p_2385,0,11/17/2020,11/10/2020,12/8/2020,1033,215,122
p_2386,0,11/17/2020,11/10/2020,12/15/2020,925,252,531
p_2387,0,11/17/2020,11/17/2020,12/15/2020,1033,204,345
p_2388,0,11/17/2020,11/17/2020,12/29/2020,1144,355,186
p_2389,0,11/24/2020,11/17/2020,12/15/2020,1174,300,97
p_2390,0,11/24/2020,11/10/2020,12/15/2020,1174,156,352
p_2391,0,11/24/2020,11/17/2020,12/22/2020,1174,154,197
p_2392,0,11/24/2020,11/24/2020,12/15/2020,1174,332,698
p_2393,0,11/24/2020,11/17/2020,12/15/2020,1174,286,464
p_2394,0,11/24/2020,11/24/2020,1/12/2021,1174,251,268
p_2395,0,11/24/2020,11/17/2020,12/15/2020,1174,214,296
p_2396,0,11/24/2020,11/10/2020,12/29/2020,1174,109,220
p_2397,0,11/24/2020,11/17/2020,12/15/2020,1174,310,266
p_2398,0,11/24/2020,11/10/2020,1/5/2021,1174,317,358
p_2399,0,11/24/2020,11/10/2020,1/12/2021,1065,107,116
p_2400,0,11/24/2020,11/17/2020,1/5/2021,1282,265,195
p_2401,0,11/24/2020,11/10/2020,1/5/2021,1282,229,448
p_2402,0,11/24/2020,11/10/2020,12/29/2020,1282,213,377
p_2403,0,11/24/2020,11/24/2020,1/12/2021,1282,302,378
p_2404,0,11/24/2020,11/24/2020,12/22/2020,1282,182,454
p_2405,1,11/24/2020,11/10/2020,12/15/2020,907,283,327
p_2406,1,11/24/2020,11/17/2020,12/29/2020,992,247,599
p_2407,1,11/24/2020,11/10/2020,12/29/2020,907,303,231
p_2408,1,11/24/2020,11/17/2020,12/22/2020,907,362,417
p_2409,1,11/24/2020,11/24/2020,12/29/2020,907,458,219
p_2410,1,11/24/2020,11/17/2020,12/22/2020,992,134,220
p_2411,1,11/24/2020,11/10/2020,12/22/2020,992,311,200
p_2412,1,11/24/2020,11/10/2020,12/22/2020,907,301,577
p_2413,1,11/24/2020,11/10/2020,12/29/2020,907,88,668
p_2414,1,11/24/2020,11/10/2020,12/22/2020,907,327,280
p_2415,1,11/24/2020,11/10/2020,12/29/2020,992,201,154
p_2416,1,11/24/2020,11/17/2020,1/12/2021,907,202,236
p_2417,1,11/24/2020,11/10/2020,12/22/2020,907,156,382
p_2418,1,11/24/2020,11/24/2020,12/29/2020,992,363,378
p_2419,1,11/24/2020,11/10/2020,12/29/2020,992,215,326
p_2420,1,11/24/2020,11/17/2020,12/29/2020,992,225,270
p_2421,1,11/24/2020,11/10/2020,12/15/2020,992,308,366
p_2422,1,11/24/2020,11/10/2020,12/15/2020,992,135,509
p_2423,1,11/24/2020,11/17/2020,12/22/2020,992,212,165
p_2424,1,11/24/2020,11/10/2020,1/12/2021,1076,275,557
p_2425,1,11/24/2020,11/17/2020,12/22/2020,1076,439,169
p_2426,1,11/24/2020,11/10/2020,1/5/2021,1250,208,143
p_2427,1,11/24/2020,11/24/2020,1/5/2021,1250,373,457
p_2428,1,11/24/2020,11/10/2020,1/12/2021,1250,163,591
p_2429,1,11/24/2020,11/17/2020,1/12/2021,1250,155,180
p_2430,1,11/24/2020,11/24/2020,1/12/2021,1250,379,618
p_2431,1,11/24/2020,11/17/2020,12/15/2020,1250,509,105
p_2432,1,11/24/2020,11/10/2020,12/15/2020,1250,119,297
p_2433,1,11/24/2020,11/24/2020,1/5/2021,1250,333,318
p_2434,1,11/24/2020,11/17/2020,1/12/2021,1250,268,320
