Geo Code,Topic,Category,Sub Category,Characteristic_level_1,Characteristic_level_2,Characteristic_level_3,Characteristic_level_4,Count
M3A,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Single responses,Non-official languages,Mandarin,,,470
M3A,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Single responses,Non-official languages,Taiwanese,,,15
M3A,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Single responses,Non-official languages,Lao,,,0
M3A,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Single responses,Non-official languages,Khmer (Cambodian),,,0
M3A,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Single responses,Non-official languages,Vietnamese,,,65
M3A,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Single responses,Non-official languages,Bisayan languages,,,70
M3A,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Single responses,Non-official languages,Ilocano,,,50
M3A,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Single responses,Non-official languages,Malay,,,0
M3A,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Single responses,Non-official languages,"Tagalog (Pilipino, Filipino)",,,380
M3A,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Single responses,Non-official languages,Akan (Twi),,,10
M3A,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Single responses,Non-official languages,Swahili,,,0
M3A,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Single responses,Non-official languages,Creoles,,,10
M3A,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Single responses,Non-official languages,Other languages,,,220
M3A,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Multiple responses,,,,,1425
M3A,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Multiple responses,English and French,,,,65
M3A,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Multiple responses,English and non-official language,,,,1280
M3A,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Multiple responses,French and non-official language,,,,10
M3A,Detailed Language characteristics,Total population by language spoken most often at home - 20% sample data,Multiple responses,"English, French and non-official language",,,,60
M3A,Detailed Language characteristics,Algonquin - Various non-official languages spoken - 20% sample data,,,,,,0
M3A,Detailed Language characteristics,Atikamekw,,,,,,0
M3A,Detailed Language characteristics,Blackfoot,,,,,,0
M3A,Detailed Language characteristics,Carrier,,,,,,0
M3A,Detailed Language characteristics,Chilcotin,,,,,,0
M3A,Detailed Language characteristics,Chipewyan,,,,,,0
M3A,Detailed Language characteristics,Cree,,,,,,10
M3A,Detailed Language characteristics,Siouan languages (Dakota/Sioux),,,,,,0
M3A,Detailed Language characteristics,Dene,,,,,,0
M3A,Detailed Language characteristics,Dogrib,,,,,,0
M3A,Detailed Language characteristics,Gitksan,,,,,,0
M3A,Detailed Language characteristics,Inuinnaqtun,,,,,,0
M3A,Detailed Language characteristics,"Inuktitut, n.i.e.",,,,,,0
M3A,Detailed Language characteristics,Kutchin-Gwich'in (Loucheux),,,,,,0
M3A,Detailed Language characteristics,Malecite,,,,,,0
M3A,Detailed Language characteristics,Mi'kmaq,,,,,,0
M3A,Detailed Language characteristics,Mohawk,,,,,,0
M3A,Detailed Language characteristics,Montagnais-Naskapi,,,,,,0
M3A,Detailed Language characteristics,Nisga'a,,,,,,0
M3A,Detailed Language characteristics,North Slave (Hare),,,,,,0
M3A,Detailed Language characteristics,Ojibway,,,,,,0
M3A,Detailed Language characteristics,Oji-Cree,,,,,,0
M3A,Detailed Language characteristics,Shuswap,,,,,,0
M3A,Detailed Language characteristics,South Slave,,,,,,0
M3A,Detailed Language characteristics,Tlingit,,,,,,0
M3A,Detailed Language characteristics,Italian,,,,,,455
M3A,Detailed Language characteristics,Portuguese,,,,,,185
M3A,Detailed Language characteristics,Romanian,,,,,,1270
M3A,Detailed Language characteristics,Spanish,,,,,,1320
M3A,Detailed Language characteristics,Danish,,,,,,10
M3A,Detailed Language characteristics,Dutch,,,,,,85
M3A,Detailed Language characteristics,Flemish,,,,,,0
M3A,Detailed Language characteristics,Frisian,,,,,,0
M3A,Detailed Language characteristics,German,,,,,,655
M3A,Detailed Language characteristics,Norwegian,,,,,,10
M3A,Detailed Language characteristics,Swedish,,,,,,25
M3A,Detailed Language characteristics,Yiddish,,,,,,35
M3A,Detailed Language characteristics,Bosnian,,,,,,20
M3A,Detailed Language characteristics,Bulgarian,,,,,,135
M3A,Detailed Language characteristics,Croatian,,,,,,40
M3A,Detailed Language characteristics,Czech,,,,,,55
M3A,Detailed Language characteristics,Macedonian,,,,,,160
M3A,Detailed Language characteristics,Polish,,,,,,425
M3A,Detailed Language characteristics,Russian,,,,,,615
M3A,Detailed Language characteristics,Serbian,,,,,,165
M3A,Detailed Language characteristics,Serbo-Croatian,,,,,,35
M3A,Detailed Language characteristics,Slovak,,,,,,45
M3A,Detailed Language characteristics,Slovenian,,,,,,0
M3A,Detailed Language characteristics,Ukrainian,,,,,,65
M3A,Detailed Language characteristics,Latvian,,,,,,0
M3A,Detailed Language characteristics,Lithuanian,,,,,,30
M3A,Detailed Language characteristics,Estonian,,,,,,70
M3A,Detailed Language characteristics,Finnish,,,,,,60
M3A,Detailed Language characteristics,Hungarian,,,,,,425
M3A,Detailed Language characteristics,Greek,,,,,,665
M3A,Detailed Language characteristics,Armenian,,,,,,585
M3A,Detailed Language characteristics,Turkish,,,,,,270
M3A,Detailed Language characteristics,Amharic,,,,,,55
M3A,Detailed Language characteristics,Arabic,,,,,,1305
M3A,Detailed Language characteristics,Hebrew,,,,,,85
M3A,Detailed Language characteristics,Maltese,,,,,,10
M3A,Detailed Language characteristics,Somali,,,,,,180
M3A,Detailed Language characteristics,Tigrigna,,,,,,0
M3A,Detailed Language characteristics,Bengali,,,,,,490
M3A,Detailed Language characteristics,Gujarati,,,,,,515
M3A,Detailed Language characteristics,Hindi,,,,,,830
M3A,Detailed Language characteristics,Kurdish,,,,,,30
M3A,Detailed Language characteristics,Panjabi (Punjabi),,,,,,310
M3A,Detailed Language characteristics,Pashto,,,,,,115
M3A,Detailed Language characteristics,Persian (Farsi),,,,,,1470
M3A,Detailed Language characteristics,Sindhi,,,,,,105
M3A,Detailed Language characteristics,Sinhala (Sinhalese),,,,,,115
M3A,Detailed Language characteristics,Urdu,,,,,,1245
M3A,Detailed Language characteristics,Malayalam,,,,,,35
M3A,Detailed Language characteristics,Tamil,,,,,,540
M3A,Detailed Language characteristics,Telugu,,,,,,100
M3A,Detailed Language characteristics,Japanese,,,,,,150
M3A,Detailed Language characteristics,Korean,,,,,,860
M3A,Detailed Language characteristics,Cantonese,,,,,,725
M3A,Detailed Language characteristics,"Chinese, n.o.s.",,,,,,1520
M3A,Detailed Language characteristics,Mandarin,,,,,,840
M3A,Detailed Language characteristics,Taiwanese,,,,,,15
M3A,Detailed Language characteristics,Lao,,,,,,0
M3A,Detailed Language characteristics,Khmer (Cambodian),,,,,,0
M3A,Detailed Language characteristics,Vietnamese,,,,,,140
M3A,Detailed Language characteristics,Bisayan languages,,,,,,80
M3A,Detailed Language characteristics,Ilocano,,,,,,65
M3A,Detailed Language characteristics,Malay,,,,,,0
M3A,Detailed Language characteristics,"Tagalog (Pilipino, Filipino)",,,,,,1030
