ID,Gender,Race,Age,Age_Group,Income,Credit_Score,Loan_Amount,Employment_Type,Education_Level,Citizenship_Status,Language_Proficiency,Disability_Status,Criminal_Record,Zip_Code_Group
1015,Male,White,77,Over 60,55577,717,410619,Part-time,High School,Citizen,Fluent,No,No,Rural
1016,Male,White,39,25-60,108490,556,347690,Gig,Bachelor's,Citizen,Fluent,No,No,Rural
1017,Male,White,69,Over 60,130373,747,101171,Full-time,Graduate,Permanent Resident,Fluent,No,No,Working Class Urban
1018,Female,Hispanic,42,25-60,150929,803,304920,Part-time,Bachelor's,Citizen,Limited,Yes,No,Urban Professional
1019,Female,White,41,25-60,61814,502,129459,Full-time,Bachelor's,Citizen,Fluent,Yes,No,High-income Suburban
1020,Female,White,33,25-60,94183,523,293678,Gig,High School,Citizen,Fluent,No,No,Historically Redlined
1021,Male,White,49,25-60,108646,625,215217,Full-time,Bachelor's,Citizen,Fluent,No,No,Rural
1022,Female,White,33,25-60,114624,586,143540,Full-time,Some College,Citizen,Fluent,No,Yes,High-income Suburban
1023,Female,Black,31,25-60,125376,596,224073,Full-time,Graduate,Citizen,Fluent,No,No,Rural
1024,Male,Multiracial,20,Under 25,26752,598,247245,Full-time,High School,Permanent Resident,Fluent,No,No,Historically Redlined
1025,Female,White,54,25-60,40507,651,319313,Full-time,High School,Citizen,Fluent,No,No,High-income Suburban
1026,Male,White,19,Under 25,171338,786,188206,Part-time,Bachelor's,Citizen,Fluent,Yes,No,Rural
1027,Male,White,70,Over 60,34810,709,60072,Gig,Some College,Citizen,Fluent,No,No,Working Class Urban
1028,Male,White,79,Over 60,91667,770,193281,Full-time,Bachelor's,Citizen,Fluent,No,No,High-income Suburban
1029,Female,Asian,32,25-60,59777,571,374859,Full-time,High School,Citizen,Fluent,No,No,Urban Professional
1030,Female,White,53,25-60,111264,688,146802,Full-time,Graduate,Citizen,Fluent,No,Yes,Working Class Urban
1031,Male,White,50,25-60,107582,671,289046,Full-time,Bachelor's,Citizen,Fluent,No,Yes,Working Class Urban
1032,Female,Hispanic,46,25-60,135730,806,133899,Full-time,High School,Citizen,Fluent,No,No,Urban Professional
1033,Male,White,30,25-60,103780,617,101655,Full-time,Graduate,Citizen,Limited,No,No,Working Class Urban
1034,Female,White,66,Over 60,136658,612,324715,Part-time,Some College,Visa Holder,Fluent,No,No,Urban Professional
1035,Female,White,76,Over 60,52573,849,139228,Full-time,Some College,Citizen,Fluent,No,No,High-income Suburban
1036,Female,Black,53,25-60,50950,582,330557,Full-time,Some College,Citizen,Fluent,No,No,High-income Suburban
1037,Male,White,59,25-60,77292,801,346995,Gig,Bachelor's,Permanent Resident,Fluent,No,No,High-income Suburban
1038,Male,Hispanic,62,Over 60,142595,691,361069,Part-time,Bachelor's,Citizen,Fluent,No,No,Historically Redlined
1039,Male,White,18,Under 25,167695,705,179945,Part-time,Bachelor's,Citizen,Fluent,No,No,High-income Suburban
1040,Male,White,75,Over 60,77450,504,397685,Full-time,High School,Citizen,Fluent,Yes,No,Urban Professional
1041,Female,White,33,25-60,152413,785,384421,Full-time,Some College,Visa Holder,Limited,No,No,Urban Professional
1042,Male,Asian,70,Over 60,45994,517,206465,Full-time,Bachelor's,Citizen,Fluent,No,No,Working Class Urban
1043,Female,White,54,25-60,92960,687,118249,Full-time,Bachelor's,Permanent Resident,Fluent,Yes,No,Rural
1044,Female,Hispanic,40,25-60,83965,814,429747,Full-time,Graduate,Permanent Resident,Fluent,Yes,No,High-income Suburban
1045,Male,Asian,18,Under 25,41691,713,152577,Full-time,Graduate,Citizen,Fluent,No,No,Urban Professional
1046,Male,White,79,Over 60,49715,754,258853,Part-time,High School,Citizen,Limited,No,No,High-income Suburban
1047,Female,Asian,29,25-60,146935,777,355430,Gig,Bachelor's,Citizen,Fluent,No,No,Urban Professional
1048,Female,White,40,25-60,100057,755,314739,Part-time,High School,Citizen,Fluent,No,No,Working Class Urban
1049,Male,White,76,Over 60,114780,672,363506,Part-time,Bachelor's,Citizen,Limited,No,No,High-income Suburban
1050,Male,White,37,25-60,110973,684,194146,Full-time,Some College,Permanent Resident,Fluent,No,No,Working Class Urban
1051,Male,Hispanic,38,25-60,37324,705,370760,Self-employed,Bachelor's,Citizen,Fluent,No,No,Working Class Urban
1052,Female,White,43,25-60,170245,845,327518,Full-time,Graduate,Citizen,Limited,No,No,Working Class Urban
1053,Male,White,49,25-60,154116,658,111016,Full-time,Bachelor's,Citizen,Fluent,No,No,Rural
1054,Female,Hispanic,45,25-60,133531,672,249744,Part-time,Graduate,Citizen,Fluent,No,Yes,Urban Professional
1055,Male,White,54,25-60,36062,611,121301,Full-time,Some College,Citizen,Fluent,No,No,High-income Suburban
1056,Male,White,35,25-60,164384,830,141465,Full-time,Bachelor's,Citizen,Fluent,No,No,Urban Professional
1057,Female,White,33,25-60,143616,647,422461,Full-time,High School,Citizen,Limited,No,No,Urban Professional
1058,Male,White,49,25-60,38698,532,92941,Gig,High School,Citizen,Fluent,No,No,Historically Redlined
1059,Female,Black,42,25-60,99570,829,345571,Full-time,Bachelor's,Citizen,Fluent,Yes,No,Working Class Urban
1060,Female,Asian,23,Under 25,99063,656,180830,Part-time,High School,Citizen,Fluent,No,No,Historically Redlined
1061,Male,Hispanic,58,25-60,58496,633,131291,Full-time,High School,Citizen,Fluent,No,No,High-income Suburban
1062,Male,White,18,Under 25,148330,735,187471,Full-time,High School,Citizen,Fluent,No,No,Urban Professional
1063,Male,White,65,Over 60,155028,761,117905,Gig,Bachelor's,Citizen,Fluent,No,No,Working Class Urban
1064,Male,Black,68,Over 60,53443,505,123135,Full-time,High School,Citizen,Fluent,No,No,Urban Professional
1065,Male,Hispanic,58,25-60,61642,664,207690,Full-time,Some College,Permanent Resident,Limited,No,No,Urban Professional
1066,Female,Asian,28,25-60,32724,634,287412,Unemployed,Bachelor's,Citizen,Fluent,Yes,Yes,Urban Professional
1067,Male,White,50,25-60,120633,553,437312,Full-time,Bachelor's,Citizen,Limited,No,No,Historically Redlined
1068,Male,White,18,Under 25,41483,594,306120,Gig,High School,Citizen,Fluent,No,No,Urban Professional
1069,Male,White,31,25-60,106818,521,261703,Full-time,Graduate,Citizen,Fluent,No,No,Rural
1070,Male,White,54,25-60,81166,771,151797,Full-time,High School,Citizen,Fluent,Yes,No,High-income Suburban
1071,Male,Hispanic,46,25-60,27196,732,291496,Full-time,Some College,Permanent Resident,Limited,No,No,Historically Redlined
1072,Female,Asian,36,25-60,113605,610,227863,Full-time,Some College,Citizen,Fluent,No,No,Rural
1073,Male,Asian,44,25-60,75339,698,170461,Full-time,Bachelor's,Citizen,Fluent,No,No,High-income Suburban
1074,Female,Hispanic,36,25-60,152763,561,362594,Full-time,Some College,Citizen,Fluent,No,No,Urban Professional
1075,Male,White,75,Over 60,129695,540,132329,Full-time,High School,Citizen,Fluent,No,No,High-income Suburban
1076,Female,White,30,25-60,116096,668,146123,Part-time,Bachelor's,Citizen,Fluent,No,No,Working Class Urban
1077,Male,White,20,Under 25,169362,581,284826,Full-time,Some College,Citizen,Fluent,No,No,Urban Professional
1078,Male,White,23,Under 25,133335,665,168967,Part-time,Graduate,Permanent Resident,Fluent,No,No,Working Class Urban
1079,Female,White,72,Over 60,59713,525,390167,Gig,High School,Citizen,Fluent,No,No,Working Class Urban
1080,Female,Black,36,25-60,86437,755,305062,Full-time,Some College,Citizen,Fluent,No,No,High-income Suburban
1081,Female,White,22,Under 25,142750,734,328901,Full-time,Some College,Citizen,Fluent,No,No,Urban Professional
1082,Male,White,49,25-60,63517,788,134661,Gig,High School,Citizen,Fluent,No,Yes,Working Class Urban
1083,Female,Hispanic,69,Over 60,135926,672,357551,Full-time,Bachelor's,Citizen,Limited,No,No,Working Class Urban
1084,Male,Hispanic,38,25-60,108199,517,102969,Full-time,Bachelor's,Citizen,Fluent,No,No,Rural
1085,Male,White,33,25-60,151172,718,295804,Part-time,Graduate,Citizen,Fluent,No,No,High-income Suburban
1086,Male,White,44,25-60,31845,780,298153,Full-time,Graduate,Citizen,Limited,No,Yes,Working Class Urban
1087,Female,Hispanic,50,25-60,116900,787,243159,Full-time,Some College,Citizen,Fluent,No,No,High-income Suburban
1088,Female,White,67,Over 60,115278,503,224633,Part-time,Bachelor's,Citizen,Fluent,No,No,Rural
1089,Male,Hispanic,61,Over 60,86085,526,68991,Full-time,Bachelor's,Permanent Resident,Fluent,No,No,Working Class Urban
1090,Male,Black,18,Under 25,152040,681,303185,Full-time,Graduate,Citizen,Fluent,No,No,Working Class Urban
1091,Male,White,35,25-60,110044,740,175051,Full-time,Graduate,Citizen,Limited,Yes,No,Working Class Urban
1092,Male,White,64,Over 60,77411,732,297500,Full-time,High School,Visa Holder,Fluent,No,No,Working Class Urban
1093,Female,White,56,25-60,134305,551,349431,Full-time,Bachelor's,Citizen,Fluent,No,No,Working Class Urban
1094,Non-binary,Black,55,25-60,76392,764,243251,Full-time,High School,Visa Holder,Fluent,Yes,No,Urban Professional
1095,Female,Hispanic,61,Over 60,29202,660,356976,Full-time,Bachelor's,Citizen,Fluent,Yes,No,Rural
1096,Male,Hispanic,57,25-60,142497,820,252023,Full-time,High School,Visa Holder,Fluent,No,No,Working Class Urban
1097,Female,Black,71,Over 60,108732,631,118537,Full-time,Graduate,Citizen,Fluent,Yes,No,Urban Professional
1098,Male,White,32,25-60,46920,763,391191,Full-time,Bachelor's,Citizen,Fluent,No,No,Rural
1099,Female,White,27,25-60,155387,798,164834,Full-time,Bachelor's,Citizen,Fluent,No,No,High-income Suburban
1100,Male,Hispanic,73,Over 60,63507,820,278490,Part-time,High School,Citizen,Fluent,No,No,High-income Suburban
1101,Male,Native American,46,25-60,156770,799,326669,Self-employed,Some College,Citizen,Fluent,No,No,High-income Suburban
1102,Male,White,41,25-60,52616,641,326136,Full-time,High School,Citizen,Fluent,No,No,High-income Suburban
1103,Female,White,25,25-60,40282,789,113897,Part-time,Bachelor's,Citizen,Fluent,No,No,Urban Professional
1104,Male,Black,20,Under 25,129471,756,71020,Gig,Graduate,Citizen,Fluent,No,No,High-income Suburban
1105,Male,White,65,Over 60,112865,784,150832,Full-time,High School,Citizen,Fluent,No,Yes,Working Class Urban
1106,Male,White,42,25-60,169662,658,385644,Part-time,Some College,Citizen,Fluent,No,No,High-income Suburban
1107,Male,White,34,25-60,99283,754,440126,Self-employed,Bachelor's,Citizen,Fluent,No,No,Working Class Urban
1108,Female,Hispanic,39,25-60,77011,587,425989,Full-time,High School,Citizen,Fluent,No,No,High-income Suburban
1109,Male,Hispanic,33,25-60,79511,574,370545,Part-time,Some College,Citizen,Fluent,No,No,Urban Professional
1110,Non-binary,White,46,25-60,159408,582,87550,Part-time,Graduate,Permanent Resident,Fluent,No,Yes,High-income Suburban
1111,Male,Black,71,Over 60,105927,532,108203,Full-time,Some College,Citizen,Limited,No,No,Working Class Urban
1112,Female,White,63,Over 60,172091,800,169015,Full-time,Bachelor's,Citizen,Fluent,Yes,No,Urban Professional
1113,Female,White,42,25-60,125859,671,413338,Full-time,Graduate,Visa Holder,Limited,No,No,Urban Professional
1114,Male,Asian,32,25-60,103521,522,248105,Self-employed,High School,Citizen,Fluent,Yes,No,High-income Suburban
1115,Female,Asian,28,25-60,96698,797,71259,Full-time,High School,Citizen,Fluent,No,No,High-income Suburban
1116,Female,Asian,31,25-60,120281,533,150818,Full-time,Bachelor's,Citizen,Fluent,No,No,Working Class Urban
1117,Female,White,68,Over 60,156339,802,235782,Gig,High School,Citizen,Fluent,Yes,No,Urban Professional
1118,Male,Hispanic,73,Over 60,85682,633,369910,Part-time,Graduate,Citizen,Fluent,No,No,High-income Suburban
1119,Female,Black,25,25-60,88936,710,212603,Gig,High School,Citizen,Limited,No,No,High-income Suburban
1120,Male,White,33,25-60,84665,673,68560,Full-time,High School,Citizen,Fluent,No,Yes,Rural
1121,Male,White,23,Under 25,133582,550,89431,Gig,Bachelor's,Citizen,Fluent,Yes,No,Urban Professional
1122,Male,White,24,Under 25,102382,727,354731,Full-time,Graduate,Citizen,Limited,No,No,Historically Redlined
1123,Female,White,33,25-60,126988,784,244690,Self-employed,Bachelor's,Visa Holder,Limited,Yes,No,Urban Professional
1124,Female,White,34,25-60,146010,523,415568,Gig,High School,Citizen,Fluent,No,No,Urban Professional
1125,Male,Hispanic,55,25-60,68505,816,106807,Part-time,High School,Citizen,Fluent,No,No,Historically Redlined
1126,Female,White,62,Over 60,134202,787,278360,Full-time,Some College,Visa Holder,Limited,No,No,Urban Professional
1127,Female,Black,45,25-60,124072,660,443223,Full-time,Some College,Citizen,Fluent,No,No,High-income Suburban
1128,Male,White,69,Over 60,53653,530,392626,Self-employed,High School,Citizen,Fluent,No,No,Historically Redlined
1129,Female,White,25,25-60,90752,536,71981,Full-time,High School,Citizen,Fluent,No,No,Historically Redlined
1130,Female,White,74,Over 60,149562,761,341862,Full-time,Bachelor's,Citizen,Fluent,No,Yes,Urban Professional
1131,Non-binary,Hispanic,71,Over 60,166560,621,51420,Full-time,Bachelor's,Permanent Resident,Fluent,No,No,Historically Redlined
1132,Female,White,64,Over 60,74419,696,119707,Full-time,High School,Citizen,Fluent,No,No,Urban Professional
1133,Female,White,32,25-60,171958,708,420283,Full-time,Bachelor's,Citizen,Fluent,No,No,Urban Professional
1134,Female,White,42,25-60,124164,846,377561,Full-time,Bachelor's,Citizen,Fluent,No,No,High-income Suburban
1135,Male,Black,20,Under 25,164478,513,431891,Full-time,Some College,Citizen,Fluent,No,No,Rural
1136,Male,Hispanic,46,25-60,152037,579,274306,Self-employed,Some College,Citizen,Fluent,No,No,Working Class Urban
1137,Female,Hispanic,41,25-60,113469,785,390409,Full-time,High School,Citizen,Fluent,No,No,Urban Professional
1138,Male,Black,29,25-60,154114,664,334453,Full-time,Some College,Citizen,Fluent,No,No,Rural
1139,Female,Asian,36,25-60,143420,669,398463,Self-employed,Some College,Citizen,Limited,No,No,Working Class Urban
1140,Male,White,49,25-60,133971,544,298652,Part-time,High School,Citizen,Fluent,Yes,No,High-income Suburban
1141,Female,White,36,25-60,53217,624,191407,Full-time,High School,Citizen,Fluent,No,No,High-income Suburban
1142,Male,White,77,Over 60,129164,583,227815,Full-time,High School,Citizen,Fluent,Yes,No,Rural
1143,Male,Asian,73,Over 60,146291,688,244641,Full-time,Bachelor's,Citizen,Fluent,No,No,High-income Suburban
1144,Male,White,41,25-60,109714,519,330908,Full-time,Some College,Citizen,Fluent,Yes,No,High-income Suburban
1145,Male,White,22,Under 25,115087,723,341021,Part-time,High School,Citizen,Fluent,No,No,Historically Redlined
1146,Male,White,46,25-60,59801,829,211436,Full-time,Some College,Permanent Resident,Fluent,No,No,High-income Suburban
1147,Female,Black,37,25-60,46371,598,227204,Gig,High School,Citizen,Limited,No,No,High-income Suburban
1148,Male,Black,27,25-60,154276,747,256148,Full-time,Bachelor's,Visa Holder,Fluent,No,No,Urban Professional
1149,Male,White,68,Over 60,86229,653,135958,Self-employed,High School,Citizen,Fluent,No,No,Urban Professional
1150,Female,White,20,Under 25,163475,514,338898,Full-time,High School,Citizen,Fluent,No,No,High-income Suburban
1151,Female,White,76,Over 60,162891,822,182391,Full-time,Some College,Citizen,Fluent,Yes,No,Working Class Urban
1152,Male,Native American,66,Over 60,71589,694,292302,Self-employed,Graduate,Citizen,Fluent,No,Yes,High-income Suburban
1153,Male,Hispanic,28,25-60,167797,531,114119,Full-time,Bachelor's,Permanent Resident,Fluent,No,Yes,Working Class Urban
1154,Female,Hispanic,31,25-60,57288,559,418832,Full-time,Bachelor's,Citizen,Fluent,No,No,Urban Professional
1155,Female,White,60,25-60,150415,526,173016,Full-time,Graduate,Citizen,Fluent,No,No,Urban Professional
1156,Female,Hispanic,22,Under 25,156603,756,160872,Full-time,High School,Citizen,Fluent,No,No,Urban Professional
1157,Female,White,44,25-60,162047,538,51280,Part-time,Bachelor's,Citizen,Fluent,No,No,High-income Suburban
1158,Female,White,59,25-60,62303,715,97890,Self-employed,Some College,Citizen,Limited,No,No,Rural
1159,Female,White,78,Over 60,30675,667,271699,Part-time,High School,Citizen,Fluent,Yes,No,Rural
1160,Male,White,50,25-60,66715,569,344563,Self-employed,High School,Citizen,Fluent,No,No,Working Class Urban
1161,Male,Black,44,25-60,42317,763,181099,Full-time,Bachelor's,Citizen,Fluent,Yes,No,Urban Professional
1162,Female,Black,58,25-60,162312,568,374687,Full-time,Graduate,Citizen,Fluent,No,No,Working Class Urban
1163,Female,Black,61,Over 60,141191,541,201996,Full-time,High School,Citizen,Fluent,Yes,No,Rural
1164,Male,Asian,70,Over 60,78728,777,434635,Full-time,High School,Citizen,Fluent,No,No,High-income Suburban
1165,Female,Hispanic,74,Over 60,164288,512,280711,Gig,Bachelor's,Citizen,Fluent,No,No,Working Class Urban
1166,Female,White,45,25-60,97977,843,304540,Gig,High School,Citizen,Fluent,No,Yes,Working Class Urban
1167,Male,White,79,Over 60,152380,790,424478,Full-time,Graduate,Citizen,Fluent,No,No,Urban Professional
1168,Female,Hispanic,58,25-60,148358,779,355625,Full-time,Bachelor's,Citizen,Fluent,Yes,No,Historically Redlined
1169,Male,Black,71,Over 60,130426,837,350440,Gig,Graduate,Citizen,Fluent,No,Yes,Rural
1170,Female,White,80,Over 60,61057,591,65955,Full-time,High School,Citizen,Fluent,No,No,Urban Professional
1171,Female,White,72,Over 60,75159,786,112962,Full-time,Bachelor's,Citizen,Fluent,No,No,Rural
1172,Female,White,21,Under 25,163767,648,348402,Full-time,Bachelor's,Citizen,Fluent,No,Yes,High-income Suburban
1173,Male,White,44,25-60,54125,780,98790,Gig,High School,Permanent Resident,Fluent,No,No,High-income Suburban
1174,Female,Hispanic,40,25-60,89825,798,144140,Gig,High School,Citizen,Fluent,No,No,Historically Redlined
1175,Non-binary,Asian,62,Over 60,162922,591,277972,Part-time,Some College,Citizen,Fluent,No,No,High-income Suburban
